id,value,category
7742,value_7742,cat_2
7743,value_7743,cat_3
7744,value_7744,cat_4
7745,value_7745,cat_5
7746,value_7746,cat_6
7747,value_7747,cat_7
7748,value_7748,cat_8
7749,value_7749,cat_9
7750,value_7750,cat_0
7751,value_7751,cat_1
7752,value_7752,cat_2
7753,value_7753,cat_3
7754,value_7754,cat_4
7755,value_7755,cat_5
7756,value_7756,cat_6
7757,value_7757,cat_7
7758,value_7758,cat_8
7759,value_7759,cat_9
7760,value_7760,cat_0
7761,value_7761,cat_1
7762,value_7762,cat_2
7763,value_7763,cat_3
7764,value_7764,cat_4
7765,value_7765,cat_5
7766,value_7766,cat_6
7767,value_7767,cat_7
7768,value_7768,cat_8
7769,value_7769,cat_9
7770,value_7770,cat_0
7771,value_7771,cat_1
7772,value_7772,cat_2
7773,value_7773,cat_3
7774,value_7774,cat_4
7775,value_7775,cat_5
7776,value_7776,cat_6
7777,value_7777,cat_7
7778,value_7778,cat_8
7779,value_7779,cat_9
7780,value_7780,cat_0
7781,value_7781,cat_1
7782,value_7782,cat_2
7783,value_7783,cat_3
7784,value_7784,cat_4
7785,value_7785,cat_5
7786,value_7786,cat_6
7787,value_7787,cat_7
7788,value_7788,cat_8
7789,value_7789,cat_9
7790,value_7790,cat_0
7791,value_7791,cat_1
7792,value_7792,cat_2
7793,value_7793,cat_3
7794,value_7794,cat_4
7795,value_7795,cat_5
7796,value_7796,cat_6
7797,value_7797,cat_7
7798,value_7798,cat_8
7799,value_7799,cat_9
7800,value_7800,cat_0
7801,value_7801,cat_1
7802,value_7802,cat_2
7803,value_7803,cat_3
7804,value_7804,cat_4
7805,value_7805,cat_5
7806,value_7806,cat_6
7807,value_7807,cat_7
7808,value_7808,cat_8
7809,value_7809,cat_9
7810,value_7810,cat_0
7811,value_7811,cat_1
7812,value_7812,cat_2
7813,value_7813,cat_3
7814,value_7814,cat_4
7815,value_7815,cat_5
7816,value_7816,cat_6
7817,value_7817,cat_7
7818,value_7818,cat_8
7819,value_7819,cat_9
7820,value_7820,cat_0
7821,value_7821,cat_1
7822,value_7822,cat_2
7823,value_7823,cat_3
7824,value_7824,cat_4
7825,value_7825,cat_5
7826,value_7826,cat_6
7827,value_7827,cat_7
7828,value_7828,cat_8
7829,value_7829,cat_9
7830,value_7830,cat_0
7831,value_7831,cat_1
7832,value_7832,cat_2
7833,value_7833,cat_3
7834,value_7834,cat_4
7835,value_7835,cat_5
7836,value_7836,cat_6
7837,value_7837,cat_7
7838,value_7838,cat_8
7839,value_7839,cat_9
7840,value_7840,cat_0
7841,value_7841,cat_1
7842,value_7842,cat_2
7843,value_7843,cat_3
7844,value_7844,cat_4
7845,value_7845,cat_5
7846,value_7846,cat_6
7847,value_7847,cat_7
7848,value_7848,cat_8
7849,value_7849,cat_9
7850,value_7850,cat_0
7851,value_7851,cat_1
7852,value_7852,cat_2
7853,value_7853,cat_3
7854,value_7854,cat_4
7855,value_7855,cat_5
7856,value_7856,cat_6
7857,value_7857,cat_7
7858,value_7858,cat_8
7859,value_7859,cat_9
7860,value_7860,cat_0
7861,value_7861,cat_1
7862,value_7862,cat_2
7863,value_7863,cat_3
7864,value_7864,cat_4
7865,value_7865,cat_5
7866,value_7866,cat_6
7867,value_7867,cat_7
7868,value_7868,cat_8
7869,value_7869,cat_9
7870,value_7870,cat_0
7871,value_7871,cat_1
7872,value_7872,cat_2
7873,value_7873,cat_3
7874,value_7874,cat_4
7875,value_7875,cat_5
7876,value_7876,cat_6
7877,value_7877,cat_7
7878,value_7878,cat_8
7879,value_7879,cat_9
7880,value_7880,cat_0
7881,value_7881,cat_1
7882,value_7882,cat_2
7883,value_7883,cat_3
7884,value_7884,cat_4
7885,value_7885,cat_5
7886,value_7886,cat_6
7887,value_7887,cat_7
7888,value_7888,cat_8
7889,value_7889,cat_9
7890,value_7890,cat_0
7891,value_7891,cat_1
7892,value_7892,cat_2
7893,value_7893,cat_3
7894,value_7894,cat_4
7895,value_7895,cat_5
7896,value_7896,cat_6
7897,value_7897,cat_7
7898,value_7898,cat_8
7899,value_7899,cat_9
7900,value_7900,cat_0
7901,value_7901,cat_1
7902,value_7902,cat_2
7903,value_7903,cat_3
7904,value_7904,cat_4
7905,value_7905,cat_5
7906,value_7906,cat_6
7907,value_7907,cat_7
7908,value_7908,cat_8
7909,value_7909,cat_9
7910,value_7910,cat_0
7911,value_7911,cat_1
7912,value_7912,cat_2
7913,value_7913,cat_3
7914,value_7914,cat_4
7915,value_7915,cat_5
7916,value_7916,cat_6
7917,value_7917,cat_7
7918,value_7918,cat_8
7919,value_7919,cat_9
7920,value_7920,cat_0
7921,value_7921,cat_1
7922,value_7922,cat_2
7923,value_7923,cat_3
7924,value_7924,cat_4
7925,value_7925,cat_5
7926,value_7926,cat_6
7927,value_7927,cat_7
7928,value_7928,cat_8
7929,value_7929,cat_9
7930,value_7930,cat_0
7931,value_7931,cat_1
7932,value_7932,cat_2
7933,value_7933,cat_3
7934,value_7934,cat_4
7935,value_7935,cat_5
7936,value_7936,cat_6
7937,value_7937,cat_7
7938,value_7938,cat_8
7939,value_7939,cat_9
7940,value_7940,cat_0
7941,value_7941,cat_1
7942,value_7942,cat_2
7943,value_7943,cat_3
7944,value_7944,cat_4
7945,value_7945,cat_5
7946,value_7946,cat_6
7947,value_7947,cat_7
7948,value_7948,cat_8
7949,value_7949,cat_9
7950,value_7950,cat_0
7951,value_7951,cat_1
7952,value_7952,cat_2
7953,value_7953,cat_3
7954,value_7954,cat_4
7955,value_7955,cat_5
7956,value_7956,cat_6
7957,value_7957,cat_7
7958,value_7958,cat_8
7959,value_7959,cat_9
7960,value_7960,cat_0
7961,value_7961,cat_1
7962,value_7962,cat_2
7963,value_7963,cat_3
7964,value_7964,cat_4
7965,value_7965,cat_5
7966,value_7966,cat_6
7967,value_7967,cat_7
7968,value_7968,cat_8
7969,value_7969,cat_9
7970,value_7970,cat_0
7971,value_7971,cat_1
7972,value_7972,cat_2
7973,value_7973,cat_3
7974,value_7974,cat_4
7975,value_7975,cat_5
7976,value_7976,cat_6
7977,value_7977,cat_7
7978,value_7978,cat_8
7979,value_7979,cat_9
7980,value_7980,cat_0
7981,value_7981,cat_1
7982,value_7982,cat_2
7983,value_7983,cat_3
7984,value_7984,cat_4
7985,value_7985,cat_5
7986,value_7986,cat_6
7987,value_7987,cat_7
7988,value_7988,cat_8
7989,value_7989,cat_9
7990,value_7990,cat_0
7991,value_7991,cat_1
7992,value_7992,cat_2
7993,value_7993,cat_3
7994,value_7994,cat_4
7995,value_7995,cat_5
7996,value_7996,cat_6
7997,value_7997,cat_7
7998,value_7998,cat_8
7999,value_7999,cat_9
8000,value_8000,cat_0
8001,value_8001,cat_1
8002,value_8002,cat_2
8003,value_8003,cat_3
8004,value_8004,cat_4
8005,value_8005,cat_5
8006,value_8006,cat_6
8007,value_8007,cat_7
8008,value_8008,cat_8
8009,value_8009,cat_9
8010,value_8010,cat_0
8011,value_8011,cat_1
8012,value_8012,cat_2
8013,value_8013,cat_3
8014,value_8014,cat_4
8015,value_8015,cat_5
8016,value_8016,cat_6
8017,value_8017,cat_7
8018,value_8018,cat_8
8019,value_8019,cat_9
8020,value_8020,cat_0
8021,value_8021,cat_1
8022,value_8022,cat_2
8023,value_8023,cat_3
8024,value_8024,cat_4
8025,value_8025,cat_5
8026,value_8026,cat_6
8027,value_8027,cat_7
8028,value_8028,cat_8
8029,value_8029,cat_9
8030,value_8030,cat_0
8031,value_8031,cat_1
8032,value_8032,cat_2
8033,value_8033,cat_3
8034,value_8034,cat_4
8035,value_8035,cat_5
8036,value_8036,cat_6
8037,value_8037,cat_7
8038,value_8038,cat_8
8039,value_8039,cat_9
8040,value_8040,cat_0
8041,value_8041,cat_1
8042,value_8042,cat_2
8043,value_8043,cat_3
8044,value_8044,cat_4
8045,value_8045,cat_5
8046,value_8046,cat_6
8047,value_8047,cat_7
8048,value_8048,cat_8
8049,value_8049,cat_9
8050,value_8050,cat_0
8051,value_8051,cat_1
8052,value_8052,cat_2
8053,value_8053,cat_3
8054,value_8054,cat_4
8055,value_8055,cat_5
8056,value_8056,cat_6
8057,value_8057,cat_7
8058,value_8058,cat_8
8059,value_8059,cat_9
8060,value_8060,cat_0
8061,value_8061,cat_1
8062,value_8062,cat_2
8063,value_8063,cat_3
8064,value_8064,cat_4
8065,value_8065,cat_5
8066,value_8066,cat_6
8067,value_8067,cat_7
8068,value_8068,cat_8
8069,value_8069,cat_9
8070,value_8070,cat_0
8071,value_8071,cat_1
8072,value_8072,cat_2
8073,value_8073,cat_3
8074,value_8074,cat_4
8075,value_8075,cat_5
8076,value_8076,cat_6
8077,value_8077,cat_7
8078,value_8078,cat_8
8079,value_8079,cat_9
8080,value_8080,cat_0
8081,value_8081,cat_1
8082,value_8082,cat_2
8083,value_8083,cat_3
8084,value_8084,cat_4
8085,value_8085,cat_5
8086,value_8086,cat_6
8087,value_8087,cat_7
8088,value_8088,cat_8
8089,value_8089,cat_9
8090,value_8090,cat_0
8091,value_8091,cat_1
8092,value_8092,cat_2
8093,value_8093,cat_3
8094,value_8094,cat_4
8095,value_8095,cat_5
8096,value_8096,cat_6
8097,value_8097,cat_7
8098,value_8098,cat_8
8099,value_8099,cat_9
8100,value_8100,cat_0
8101,value_8101,cat_1
8102,value_8102,cat_2
8103,value_8103,cat_3
8104,value_8104,cat_4
8105,value_8105,cat_5
8106,value_8106,cat_6
8107,value_8107,cat_7
8108,value_8108,cat_8
8109,value_8109,cat_9
8110,value_8110,cat_0
8111,value_8111,cat_1
8112,value_8112,cat_2
8113,value_8113,cat_3
8114,value_8114,cat_4
8115,value_8115,cat_5
8116,value_8116,cat_6
8117,value_8117,cat_7
8118,value_8118,cat_8
8119,value_8119,cat_9
8120,value_8120,cat_0
8121,value_8121,cat_1
8122,value_8122,cat_2
8123,value_8123,cat_3
8124,value_8124,cat_4
8125,value_8125,cat_5
8126,value_8126,cat_6
8127,value_8127,cat_7
8128,value_8128,cat_8
8129,value_8129,cat_9
8130,value_8130,cat_0
8131,value_8131,cat_1
8132,value_8132,cat_2
8133,value_8133,cat_3
8134,value_8134,cat_4
8135,value_8135,cat_5
8136,value_8136,cat_6
8137,value_8137,cat_7
8138,value_8138,cat_8
8139,value_8139,cat_9
8140,value_8140,cat_0
8141,value_8141,cat_1
8142,value_8142,cat_2
8143,value_8143,cat_3
8144,value_8144,cat_4
8145,value_8145,cat_5
8146,value_8146,cat_6
8147,value_8147,cat_7
8148,value_8148,cat_8
8149,value_8149,cat_9
8150,value_8150,cat_0
8151,value_8151,cat_1
8152,value_8152,cat_2
8153,value_8153,cat_3
8154,value_8154,cat_4
8155,value_8155,cat_5
8156,value_8156,cat_6
8157,value_8157,cat_7
8158,value_8158,cat_8
8159,value_8159,cat_9
8160,value_8160,cat_0
8161,value_8161,cat_1
8162,value_8162,cat_2
8163,value_8163,cat_3
8164,value_8164,cat_4
8165,value_8165,cat_5
8166,value_8166,cat_6
8167,value_8167,cat_7
8168,value_8168,cat_8
8169,value_8169,cat_9
8170,value_8170,cat_0
8171,value_8171,cat_1
8172,value_8172,cat_2
8173,value_8173,cat_3
8174,value_8174,cat_4
8175,value_8175,cat_5
8176,value_8176,cat_6
8177,value_8177,cat_7
8178,value_8178,cat_8
8179,value_8179,cat_9
8180,value_8180,cat_0
8181,value_8181,cat_1
8182,value_8182,cat_2
8183,value_8183,cat_3
8184,value_8184,cat_4
8185,value_8185,cat_5
8186,value_8186,cat_6
8187,value_8187,cat_7
8188,value_8188,cat_8
8189,value_8189,cat_9
8190,value_8190,cat_0
8191,value_8191,cat_1
8192,value_8192,cat_2
8193,value_8193,cat_3
8194,value_8194,cat_4
8195,value_8195,cat_5
8196,value_8196,cat_6
8197,value_8197,cat_7
8198,value_8198,cat_8
8199,value_8199,cat_9
8200,value_8200,cat_0
8201,value_8201,cat_1
8202,value_8202,cat_2
8203,value_8203,cat_3
8204,value_8204,cat_4
8205,value_8205,cat_5
8206,value_8206,cat_6
8207,value_8207,cat_7
8208,value_8208,cat_8
8209,value_8209,cat_9
8210,value_8210,cat_0
8211,value_8211,cat_1
8212,value_8212,cat_2
8213,value_8213,cat_3
8214,value_8214,cat_4
8215,value_8215,cat_5
8216,value_8216,cat_6
8217,value_8217,cat_7
8218,value_8218,cat_8
8219,value_8219,cat_9
8220,value_8220,cat_0
8221,value_8221,cat_1
8222,value_8222,cat_2
8223,value_8223,cat_3
8224,value_8224,cat_4
8225,value_8225,cat_5
8226,value_8226,cat_6
8227,value_8227,cat_7
8228,value_8228,cat_8
8229,value_8229,cat_9
8230,value_8230,cat_0
8231,value_8231,cat_1
8232,value_8232,cat_2
8233,value_8233,cat_3
8234,value_8234,cat_4
8235,value_8235,cat_5
8236,value_8236,cat_6
8237,value_8237,cat_7
8238,value_8238,cat_8
8239,value_8239,cat_9
8240,value_8240,cat_0
8241,value_8241,cat_1
8242,value_8242,cat_2
8243,value_8243,cat_3
8244,value_8244,cat_4
8245,value_8245,cat_5
8246,value_8246,cat_6
8247,value_8247,cat_7
8248,value_8248,cat_8
8249,value_8249,cat_9
8250,value_8250,cat_0
8251,value_8251,cat_1
8252,value_8252,cat_2
8253,value_8253,cat_3
8254,value_8254,cat_4
8255,value_8255,cat_5
8256,value_8256,cat_6
8257,value_8257,cat_7
8258,value_8258,cat_8
8259,value_8259,cat_9
8260,value_8260,cat_0
8261,value_8261,cat_1
8262,value_8262,cat_2
8263,value_8263,cat_3
8264,value_8264,cat_4
8265,value_8265,cat_5
8266,value_8266,cat_6
8267,value_8267,cat_7
8268,value_8268,cat_8
8269,value_8269,cat_9
8270,value_8270,cat_0
8271,value_8271,cat_1
8272,value_8272,cat_2
8273,value_8273,cat_3
8274,value_8274,cat_4
8275,value_8275,cat_5
8276,value_8276,cat_6
8277,value_8277,cat_7
8278,value_8278,cat_8
8279,value_8279,cat_9
8280,value_8280,cat_0
8281,value_8281,cat_1
8282,value_8282,cat_2
8283,value_8283,cat_3
8284,value_8284,cat_4
8285,value_8285,cat_5
8286,value_8286,cat_6
8287,value_8287,cat_7
8288,value_8288,cat_8
8289,value_8289,cat_9
8290,value_8290,cat_0
8291,value_8291,cat_1
8292,value_8292,cat_2
8293,value_8293,cat_3
8294,value_8294,cat_4
8295,value_8295,cat_5
8296,value_8296,cat_6
8297,value_8297,cat_7
8298,value_8298,cat_8
8299,value_8299,cat_9
8300,value_8300,cat_0
8301,value_8301,cat_1
8302,value_8302,cat_2
8303,value_8303,cat_3
8304,value_8304,cat_4
8305,value_8305,cat_5
8306,value_8306,cat_6
8307,value_8307,cat_7
8308,value_8308,cat_8
8309,value_8309,cat_9
8310,value_8310,cat_0
8311,value_8311,cat_1
8312,value_8312,cat_2
8313,value_8313,cat_3
8314,value_8314,cat_4
8315,value_8315,cat_5
8316,value_8316,cat_6
8317,value_8317,cat_7
8318,value_8318,cat_8
8319,value_8319,cat_9
8320,value_8320,cat_0
8321,value_8321,cat_1
8322,value_8322,cat_2
8323,value_8323,cat_3
8324,value_8324,cat_4
8325,value_8325,cat_5
8326,value_8326,cat_6
8327,value_8327,cat_7
8328,value_8328,cat_8
8329,value_8329,cat_9
8330,value_8330,cat_0
8331,value_8331,cat_1
8332,value_8332,cat_2
8333,value_8333,cat_3
8334,value_8334,cat_4
8335,value_8335,cat_5
8336,value_8336,cat_6
8337,value_8337,cat_7
8338,value_8338,cat_8
8339,value_8339,cat_9
8340,value_8340,cat_0
8341,value_8341,cat_1
8342,value_8342,cat_2
8343,value_8343,cat_3
8344,value_8344,cat_4
8345,value_8345,cat_5
8346,value_8346,cat_6
8347,value_8347,cat_7
8348,value_8348,cat_8
8349,value_8349,cat_9
8350,value_8350,cat_0
8351,value_8351,cat_1
8352,value_8352,cat_2
8353,value_8353,cat_3
8354,value_8354,cat_4
8355,value_8355,cat_5
8356,value_8356,cat_6
8357,value_8357,cat_7
8358,value_8358,cat_8
8359,value_8359,cat_9
8360,value_8360,cat_0
8361,value_8361,cat_1
8362,value_8362,cat_2
8363,value_8363,cat_3
8364,value_8364,cat_4
8365,value_8365,cat_5
8366,value_8366,cat_6
8367,value_8367,cat_7
8368,value_8368,cat_8
8369,value_8369,cat_9
8370,value_8370,cat_0
8371,value_8371,cat_1
8372,value_8372,cat_2
8373,value_8373,cat_3
8374,value_8374,cat_4
8375,value_8375,cat_5
8376,value_8376,cat_6
8377,value_8377,cat_7
8378,value_8378,cat_8
8379,value_8379,cat_9
8380,value_8380,cat_0
8381,value_8381,cat_1
8382,value_8382,cat_2
8383,value_8383,cat_3
8384,value_8384,cat_4
8385,value_8385,cat_5
8386,value_8386,cat_6
8387,value_8387,cat_7
8388,value_8388,cat_8
8389,value_8389,cat_9
8390,value_8390,cat_0
8391,value_8391,cat_1
8392,value_8392,cat_2
8393,value_8393,cat_3
8394,value_8394,cat_4
8395,value_8395,cat_5
8396,value_8396,cat_6
8397,value_8397,cat_7
8398,value_8398,cat_8
8399,value_8399,cat_9
8400,value_8400,cat_0
8401,value_8401,cat_1
8402,value_8402,cat_2
8403,value_8403,cat_3
8404,value_8404,cat_4
8405,value_8405,cat_5
8406,value_8406,cat_6
8407,value_8407,cat_7
8408,value_8408,cat_8
8409,value_8409,cat_9
8410,value_8410,cat_0
8411,value_8411,cat_1
8412,value_8412,cat_2
8413,value_8413,cat_3
8414,value_8414,cat_4
8415,value_8415,cat_5
8416,value_8416,cat_6
8417,value_8417,cat_7
8418,value_8418,cat_8
8419,value_8419,cat_9
8420,value_8420,cat_0
8421,value_8421,cat_1
8422,value_8422,cat_2
8423,value_8423,cat_3
8424,value_8424,cat_4
8425,value_8425,cat_5
8426,value_8426,cat_6
8427,value_8427,cat_7
8428,value_8428,cat_8
8429,value_8429,cat_9
8430,value_8430,cat_0
8431,value_8431,cat_1
8432,value_8432,cat_2
8433,value_8433,cat_3
8434,value_8434,cat_4
8435,value_8435,cat_5
8436,value_8436,cat_6
8437,value_8437,cat_7
8438,value_8438,cat_8
8439,value_8439,cat_9
8440,value_8440,cat_0
8441,value_8441,cat_1
8442,value_8442,cat_2
8443,value_8443,cat_3
8444,value_8444,cat_4
8445,value_8445,cat_5
8446,value_8446,cat_6
8447,value_8447,cat_7
8448,value_8448,cat_8
8449,value_8449,cat_9
8450,value_8450,cat_0
8451,value_8451,cat_1
8452,value_8452,cat_2
8453,value_8453,cat_3
8454,value_8454,cat_4
8455,value_8455,cat_5
8456,value_8456,cat_6
8457,value_8457,cat_7
8458,value_8458,cat_8
8459,value_8459,cat_9
8460,value_8460,cat_0
8461,value_8461,cat_1
8462,value_8462,cat_2
8463,value_8463,cat_3
8464,value_8464,cat_4
8465,value_8465,cat_5
8466,value_8466,cat_6
8467,value_8467,cat_7
8468,value_8468,cat_8
8469,value_8469,cat_9
8470,value_8470,cat_0
8471,value_8471,cat_1
8472,value_8472,cat_2
8473,value_8473,cat_3
8474,value_8474,cat_4
8475,value_8475,cat_5
8476,value_8476,cat_6
8477,value_8477,cat_7
8478,value_8478,cat_8
8479,value_8479,cat_9
8480,value_8480,cat_0
8481,value_8481,cat_1
8482,value_8482,cat_2
8483,value_8483,cat_3
8484,value_8484,cat_4
8485,value_8485,cat_5
8486,value_8486,cat_6
8487,value_8487,cat_7
8488,value_8488,cat_8
8489,value_8489,cat_9
8490,value_8490,cat_0
8491,value_8491,cat_1
8492,value_8492,cat_2
8493,value_8493,cat_3
8494,value_8494,cat_4
8495,value_8495,cat_5
8496,value_8496,cat_6
8497,value_8497,cat_7
8498,value_8498,cat_8
8499,value_8499,cat_9
8500,value_8500,cat_0
8501,value_8501,cat_1
8502,value_8502,cat_2
8503,value_8503,cat_3
8504,value_8504,cat_4
8505,value_8505,cat_5
8506,value_8506,cat_6
8507,value_8507,cat_7
8508,value_8508,cat_8
8509,value_8509,cat_9
8510,value_8510,cat_0
8511,value_8511,cat_1
8512,value_8512,cat_2
8513,value_8513,cat_3
8514,value_8514,cat_4
8515,value_8515,cat_5
8516,value_8516,cat_6
8517,value_8517,cat_7
8518,value_8518,cat_8
8519,value_8519,cat_9
8520,value_8520,cat_0
8521,value_8521,cat_1
8522,value_8522,cat_2
8523,value_8523,cat_3
8524,value_8524,cat_4
8525,value_8525,cat_5
8526,value_8526,cat_6
8527,value_8527,cat_7
8528,value_8528,cat_8
8529,value_8529,cat_9
8530,value_8530,cat_0
8531,value_8531,cat_1
8532,value_8532,cat_2
8533,value_8533,cat_3
8534,value_8534,cat_4
8535,value_8535,cat_5
8536,value_8536,cat_6
8537,value_8537,cat_7
8538,value_8538,cat_8
8539,value_8539,cat_9
8540,value_8540,cat_0
8541,value_8541,cat_1
8542,value_8542,cat_2
8543,value_8543,cat_3
8544,value_8544,cat_4
8545,value_8545,cat_5
8546,value_8546,cat_6
8547,value_8547,cat_7
8548,value_8548,cat_8
8549,value_8549,cat_9
8550,value_8550,cat_0
8551,value_8551,cat_1
8552,value_8552,cat_2
8553,value_8553,cat_3
8554,value_8554,cat_4
8555,value_8555,cat_5
8556,value_8556,cat_6
8557,value_8557,cat_7
8558,value_8558,cat_8
8559,value_8559,cat_9
8560,value_8560,cat_0
8561,value_8561,cat_1
8562,value_8562,cat_2
8563,value_8563,cat_3
8564,value_8564,cat_4
8565,value_8565,cat_5
8566,value_8566,cat_6
8567,value_8567,cat_7
8568,value_8568,cat_8
8569,value_8569,cat_9
8570,value_8570,cat_0
8571,value_8571,cat_1
8572,value_8572,cat_2
8573,value_8573,cat_3
8574,value_8574,cat_4
8575,value_8575,cat_5
8576,value_8576,cat_6
8577,value_8577,cat_7
8578,value_8578,cat_8
8579,value_8579,cat_9
8580,value_8580,cat_0
8581,value_8581,cat_1
8582,value_8582,cat_2
8583,value_8583,cat_3
8584,value_8584,cat_4
8585,value_8585,cat_5
8586,value_8586,cat_6
8587,value_8587,cat_7
8588,value_8588,cat_8
8589,value_8589,cat_9
8590,value_8590,cat_0
8591,value_8591,cat_1
8592,value_8592,cat_2
8593,value_8593,cat_3
8594,value_8594,cat_4
8595,value_8595,cat_5
8596,value_8596,cat_6
8597,value_8597,cat_7
8598,value_8598,cat_8
8599,value_8599,cat_9
8600,value_8600,cat_0
8601,value_8601,cat_1
8602,value_8602,cat_2
8603,value_8603,cat_3
8604,value_8604,cat_4
8605,value_8605,cat_5
8606,value_8606,cat_6
8607,value_8607,cat_7
8608,value_8608,cat_8
8609,value_8609,cat_9
8610,value_8610,cat_0
8611,value_8611,cat_1
8612,value_8612,cat_2
8613,value_8613,cat_3
8614,value_8614,cat_4
8615,value_8615,cat_5
8616,value_8616,cat_6
8617,value_8617,cat_7
8618,value_8618,cat_8
8619,value_8619,cat_9
8620,value_8620,cat_0
8621,value_8621,cat_1
8622,value_8622,cat_2
8623,value_8623,cat_3
8624,value_8624,cat_4
8625,value_8625,cat_5
8626,value_8626,cat_6
8627,value_8627,cat_7
8628,value_8628,cat_8
8629,value_8629,cat_9
8630,value_8630,cat_0
8631,value_8631,cat_1
8632,value_8632,cat_2
8633,value_8633,cat_3
8634,value_8634,cat_4
8635,value_8635,cat_5
8636,value_8636,cat_6
8637,value_8637,cat_7
8638,value_8638,cat_8
8639,value_8639,cat_9
8640,value_8640,cat_0
8641,value_8641,cat_1
8642,value_8642,cat_2
8643,value_8643,cat_3
8644,value_8644,cat_4
8645,value_8645,cat_5
8646,value_8646,cat_6
8647,value_8647,cat_7
8648,value_8648,cat_8
8649,value_8649,cat_9
8650,value_8650,cat_0
8651,value_8651,cat_1
8652,value_8652,cat_2
8653,value_8653,cat_3
8654,value_8654,cat_4
8655,value_8655,cat_5
8656,value_8656,cat_6
8657,value_8657,cat_7
8658,value_8658,cat_8
8659,value_8659,cat_9
8660,value_8660,cat_0
8661,value_8661,cat_1
8662,value_8662,cat_2
8663,value_8663,cat_3
8664,value_8664,cat_4
8665,value_8665,cat_5
8666,value_8666,cat_6
8667,value_8667,cat_7
8668,value_8668,cat_8
8669,value_8669,cat_9
8670,value_8670,cat_0
8671,value_8671,cat_1
8672,value_8672,cat_2
8673,value_8673,cat_3
8674,value_8674,cat_4
8675,value_8675,cat_5
8676,value_8676,cat_6
8677,value_8677,cat_7
8678,value_8678,cat_8
8679,value_8679,cat_9
8680,value_8680,cat_0
8681,value_8681,cat_1
8682,value_8682,cat_2
8683,value_8683,cat_3
8684,value_8684,cat_4
8685,value_8685,cat_5
8686,value_8686,cat_6
8687,value_8687,cat_7
8688,value_8688,cat_8
8689,value_8689,cat_9
8690,value_8690,cat_0
8691,value_8691,cat_1
8692,value_8692,cat_2
8693,value_8693,cat_3
8694,value_8694,cat_4
8695,value_8695,cat_5
8696,value_8696,cat_6
8697,value_8697,cat_7
8698,value_8698,cat_8
8699,value_8699,cat_9
8700,value_8700,cat_0
8701,value_8701,cat_1
8702,value_8702,cat_2
8703,value_8703,cat_3
8704,value_8704,cat_4
8705,value_8705,cat_5
8706,value_8706,cat_6
8707,value_8707,cat_7
8708,value_8708,cat_8
8709,value_8709,cat_9
8710,value_8710,cat_0
8711,value_8711,cat_1
8712,value_8712,cat_2
8713,value_8713,cat_3
8714,value_8714,cat_4
8715,value_8715,cat_5
8716,value_8716,cat_6
8717,value_8717,cat_7
8718,value_8718,cat_8
8719,value_8719,cat_9
8720,value_8720,cat_0
8721,value_8721,cat_1
8722,value_8722,cat_2
8723,value_8723,cat_3
8724,value_8724,cat_4
8725,value_8725,cat_5
8726,value_8726,cat_6
8727,value_8727,cat_7
8728,value_8728,cat_8
8729,value_8729,cat_9
8730,value_8730,cat_0
8731,value_8731,cat_1
8732,value_8732,cat_2
8733,value_8733,cat_3
8734,value_8734,cat_4
8735,value_8735,cat_5
8736,value_8736,cat_6
8737,value_8737,cat_7
8738,value_8738,cat_8
8739,value_8739,cat_9
8740,value_8740,cat_0
8741,value_8741,cat_1
8742,value_8742,cat_2
8743,value_8743,cat_3
8744,value_8744,cat_4
8745,value_8745,cat_5
8746,value_8746,cat_6
8747,value_8747,cat_7
8748,value_8748,cat_8
8749,value_8749,cat_9
8750,value_8750,cat_0
8751,value_8751,cat_1
8752,value_8752,cat_2
8753,value_8753,cat_3
8754,value_8754,cat_4
8755,value_8755,cat_5
8756,value_8756,cat_6
8757,value_8757,cat_7
8758,value_8758,cat_8
8759,value_8759,cat_9
8760,value_8760,cat_0
8761,value_8761,cat_1
8762,value_8762,cat_2
8763,value_8763,cat_3
8764,value_8764,cat_4
8765,value_8765,cat_5
8766,value_8766,cat_6
8767,value_8767,cat_7
8768,value_8768,cat_8
8769,value_8769,cat_9
8770,value_8770,cat_0
8771,value_8771,cat_1
8772,value_8772,cat_2
8773,value_8773,cat_3
8774,value_8774,cat_4
8775,value_8775,cat_5
8776,value_8776,cat_6
8777,value_8777,cat_7
8778,value_8778,cat_8
8779,value_8779,cat_9
8780,value_8780,cat_0
8781,value_8781,cat_1
8782,value_8782,cat_2
8783,value_8783,cat_3
8784,value_8784,cat_4
8785,value_8785,cat_5
8786,value_8786,cat_6
8787,value_8787,cat_7
8788,value_8788,cat_8
8789,value_8789,cat_9
8790,value_8790,cat_0
8791,value_8791,cat_1
8792,value_8792,cat_2
8793,value_8793,cat_3
8794,value_8794,cat_4
8795,value_8795,cat_5
8796,value_8796,cat_6
8797,value_8797,cat_7
8798,value_8798,cat_8
8799,value_8799,cat_9
8800,value_8800,cat_0
8801,value_8801,cat_1
8802,value_8802,cat_2
8803,value_8803,cat_3
8804,value_8804,cat_4
8805,value_8805,cat_5
8806,value_8806,cat_6
8807,value_8807,cat_7
8808,value_8808,cat_8
8809,value_8809,cat_9
8810,value_8810,cat_0
8811,value_8811,cat_1
8812,value_8812,cat_2
8813,value_8813,cat_3
8814,value_8814,cat_4
8815,value_8815,cat_5
8816,value_8816,cat_6
8817,value_8817,cat_7
